id	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	gene_length
Gene6254	1151	2887	871	1691	1190	3659	4408	7814	4753	9961	8521	3424	5351	9058	4485
Gene6255	2573	159	3108	211	132	4909	2866	9345	7007	7896	8740	4877	4832	7926	7251
Gene6256	686	3239	4298	4158	3561	2065	4669	7085	7470	6546	5018	6367	3177	3585	4166
Gene6257	2179	4120	4136	2649	2644	1990	3593	7410	4304	9427	6868	9151	7631	4667	12868
Gene6258	1570	2735	3805	4714	2040	428	1897	5653	8364	6870	9386	9827	7528	3096	6119
Gene6259	139	4516	747	4760	649	4948	4746	7969	8673	3445	9632	3355	7610	5492	11813
Gene6260	1256	2867	3162	1770	3962	1202	4395	5496	3359	3776	6873	4447	4297	6792	967
Gene6261	1595	665	2666	4042	610	3451	189	7573	7105	7393	5658	8809	3528	6365	6566
Gene6262	2907	2439	2644	3869	2122	1342	2320	9703	4080	5566	8357	7469	9652	7669	4760
Gene6263	1700	820	1201	4253	1026	2302	1712	5558	3188	8228	3751	7054	6076	6389	6892
Gene6264	1467	4082	1294	4147	1622	1485	158	5291	5946	6685	8644	8346	7962	3885	12376
Gene6265	4377	3873	2561	4780	1996	3779	3035	5634	6780	9308	3490	3923	8370	5686	10257
Gene6266	598	3287	4206	4719	1495	3957	4875	6756	6652	5254	8987	8607	5346	8974	9118
Gene6267	4190	2379	2613	3723	4885	1750	4157	4673	8243	8052	7929	7172	8919	4361	11678
Gene6268	3875	3863	579	4003	4493	4161	2989	8331	7973	5830	3437	6216	8097	8893	3065
Gene6269	4183	3252	3020	3160	3723	3989	4720	5095	3314	9108	5641	5865	9994	9367	13010
Gene6270	4070	2623	2516	2149	4075	1496	2316	5398	7377	9975	3952	9528	6118	5491	3013
Gene6271	1526	2860	2148	4099	3867	676	1386	7231	7093	4134	4107	9542	6802	7819	13881
Gene6272	753	1649	4979	608	4099	2390	1441	9528	3258	7782	5726	6759	3142	3192	4961
Gene6273	3551	1660	977	1557	698	4174	1473	5933	5559	9935	9413	7993	5978	5858	13177
Gene6274	2623	2333	3121	4099	960	4320	2602	4553	6894	5447	6349	6821	3786	7066	10417
Gene6275	4470	4649	4539	3403	4750	938	4937	9253	9757	3588	5652	9492	5056	7479	8711
Gene6276	3591	360	4188	3112	3458	872	2218	5381	4662	7271	6167	4867	5962	3782	1878
Gene6277	4138	3298	663	515	2191	2549	2127	7548	6856	8692	3425	5061	5783	8291	13561
Gene6278	603	2127	2374	4684	4581	769	4382	4943	7696	3545	3897	4501	7945	3504	13390
Gene6279	4885	1740	843	4793	54	269	1608	7757	4005	6351	7972	5591	8105	5103	9272
Gene6280	1970	3956	4895	3333	23	1812	1481	5635	8034	4586	5133	4555	4682	6733	6172
Gene6281	3125	961	4819	2126	2707	3736	4677	3355	7824	4913	4372	7373	5603	4307	2418
Gene6282	1931	124	1050	4816	4627	311	2795	8766	3711	7436	9495	5220	5717	3468	1625
Gene6283	3188	3638	2246	1930	2790	4558	2442	4632	5111	6490	5453	9160	7601	4554	4551
Gene6284	3143	2250	2067	3588	3954	458	4507	6061	5692	8395	8485	7649	7707	7306	5652
Gene6285	3081	2515	404	4520	2037	2544	4862	6992	6490	5323	6274	4749	5730	6046	13714
Gene6286	2591	2319	2080	1834	2646	1056	1104	8267	4458	6829	5549	9163	4642	5765	3438
Gene6287	410	690	674	1181	2969	4108	2393	8690	4804	8953	4551	5618	7505	4094	6731
Gene6288	3748	996	3417	591	187	2504	1639	8233	8424	4867	3828	5606	8738	9906	8149
Gene6289	238	1372	2708	3570	4987	1570	4618	7722	5810	8236	3521	5647	8614	5893	9917
Gene6290	3395	3963	1735	3224	2349	1727	2609	8800	6577	8426	9542	7618	7550	5269	3884
Gene6291	79	4675	3442	3947	1305	3366	232	3992	5343	9629	4963	4634	4169	9289	7136
Gene6292	4757	1096	3134	2593	4134	4337	893	9678	8210	4207	5624	6442	4263	3010	12303
Gene6293	600	1555	1238	2411	622	4543	4765	8868	5146	7694	6532	9938	9658	8866	10234
Gene6294	795	1603	4374	4474	4533	1036	3020	8701	7115	7950	5923	5365	6458	5717	4249
Gene6295	2641	4855	3457	3527	3440	3526	1407	3418	8910	6184	9911	7214	3637	4168	15000
Gene6296	877	2957	4689	3557	1943	4975	4251	7666	5234	6796	8567	9704	8184	6245	5701
Gene6297	429	4727	582	540	69	641	364	3674	8791	7595	5225	6427	4178	3508	14445
Gene6298	1376	1529	2290	4003	1074	2305	686	8499	4423	7063	9140	7152	9184	6690	2733
Gene6299	1206	1877	2917	2278	2443	4153	2311	5728	5512	5825	5307	4558	6482	6760	5039
Gene6300	3152	4048	2306	3399	1109	966	613	7889	6265	6261	7085	4323	9659	4836	11215
Gene6301	1302	3411	4497	1576	1021	2491	2610	3362	7191	9965	8114	5292	9103	3987	8834
Gene6302	4588	1774	927	564	1258	4013	4814	9571	8000	4979	4716	4687	7198	8683	2605
Gene6303	3649	4845	4266	505	1826	2386	2430	7800	3189	7714	4437	3347	6844	5696	8049
Gene6304	2955	967	4254	989	2775	1164	2628	3681	8836	7140	8656	7977	9409	7584	3646
Gene6305	1457	2378	1965	4353	3284	3047	2288	8626	5695	3271	6779	4027	8592	5348	9650
Gene6306	4592	672	834	530	4458	1436	3741	7282	4976	8950	9222	7067	5550	9873	5897
Gene6307	1301	3134	513	694	3584	4195	3990	4756	8275	8162	3789	8932	7140	5104	14629
Gene6308	720	1216	2548	4598	3253	2194	3529	7297	7070	6230	4319	5960	6431	5082	11929
Gene6309	4528	2971	286	153	1093	773	4626	8901	6726	7910	5726	9355	7454	9463	11063
Gene6310	4283	1586	2034	1220	211	4184	4946	8755	8372	7662	9951	7476	7558	6989	4613
Gene6311	770	2647	1548	4125	1410	2790	2485	8367	8497	9675	9963	9300	5905	9549	1456
Gene6312	126	4340	2386	2291	791	1574	3749	7590	3431	4863	5671	4964	3500	6383	3199
Gene6313	139	3322	4411	3592	1201	2792	372	3322	7059	3844	9381	3692	8041	6999	3841
Gene6314	673	2291	4258	1863	4157	1686	3992	3456	3162	9848	5605	4434	6907	7141	14818
Gene6315	1396	2343	1721	3898	2218	1761	2067	8718	7899	9618	3071	6173	9963	8717	7353
Gene6316	4952	4615	2185	1645	4073	3558	3439	8013	3318	8548	3124	4312	4761	8488	12768
Gene6317	144	3122	4273	3278	2301	66	4916	3546	6414	9219	8657	3757	5991	6766	2032
Gene6318	4728	1043	2060	2960	2445	3158	2662	8732	4099	5293	6015	3102	3701	5239	4161
Gene6319	3780	2303	3164	4900	4047	1372	535	4803	5077	6581	9473	7385	6676	6737	2587
Gene6320	3197	4523	1162	488	2064	298	2454	4437	7816	7466	7392	3889	7282	5284	10666
Gene6321	4478	4103	3177	1459	4704	4806	3154	6935	6745	6952	8034	5509	3803	7366	14648
Gene6322	905	823	3548	4656	744	756	1364	5347	4862	7140	4560	8353	8111	8702	5464
Gene6323	4388	4474	313	4236	2555	3688	3496	4877	6759	9867	3813	4415	9565	7321	6361
Gene6324	3044	1714	4683	372	4005	1232	1053	6401	3462	3230	7667	8144	6090	7188	7530
Gene6325	4535	4880	862	2306	2297	1382	2279	5800	5971	5310	6090	3779	9137	6560	4364
Gene6326	3601	505	2785	3935	2589	2135	2744	4239	6362	3861	5421	3117	8736	8557	581
Gene6327	2909	4291	8	912	1095	2805	811	9207	9094	5985	9287	4727	9496	6181	12142
Gene6328	956	3905	1344	2523	112	1407	3690	4455	7931	7593	5504	3022	3310	7190	1151
Gene6329	2298	3348	3872	2180	3776	1258	1298	6294	5136	8622	7593	3385	7078	3402	11017
Gene6330	4918	2151	123	1345	2746	897	823	9636	8251	3624	6482	4208	8263	6853	3384
Gene6331	3706	4328	189	2096	3807	4747	1043	7252	7056	9554	3652	7044	8158	7790	14770
Gene6332	763	2553	1288	1420	3991	2404	2234	8020	7197	5949	5871	3697	5950	9141	7275
Gene6333	4337	3195	1317	4505	1033	4415	3027	3459	5297	4392	8721	4831	6533	6334	13987
Gene6334	3729	2532	935	334	4078	3092	3290	6112	9490	8414	4323	7777	8165	9494	10963
Gene6335	4501	1618	3646	1756	4604	3326	1502	9499	5243	8517	4323	6504	6249	8676	12565
Gene6336	2233	4434	1490	4326	4968	3448	1297	6933	7528	9448	5972	7950	4686	4154	14476
Gene6337	1974	3970	1091	2267	781	3616	4728	9552	6743	8881	8807	5734	3708	8922	5434
Gene6338	3753	2863	3541	396	4204	14	46	3215	3549	5223	3642	4749	3811	6347	4017
Gene6339	2632	1145	1327	195	3091	4501	1568	4577	7824	3146	3819	7848	7584	4158	12969
Gene6340	2452	75	806	3321	1071	2442	81	3867	4382	5076	4711	9264	6937	5886	5000
Gene6341	245	2442	2595	3589	1005	677	3323	6650	7461	8409	8044	8835	4769	5261	2292
Gene6342	2469	4120	2542	1752	4285	3006	2350	7358	8878	9633	5387	3573	3552	8977	1583
Gene6343	3003	2830	523	3359	587	117	2903	4129	3148	3930	7078	6462	6096	6103	6539
Gene6344	2934	1492	281	697	2478	3572	461	6771	6671	5357	8156	4202	3893	3815	4518
Gene6345	2714	2069	1152	2198	2378	3820	1913	7744	7586	8793	9122	7993	8548	3040	3756
Gene6346	462	2121	1290	3761	1111	2219	351	3749	6358	6189	6247	7838	5984	9050	2563
Gene6347	4751	884	1810	1437	2126	1464	3746	4602	6003	7758	6534	7229	3141	3665	11147
Gene6348	1973	1260	2756	1958	2583	3221	3170	8963	8403	6300	8749	5584	4585	4573	940
Gene6349	1204	505	1149	2391	2726	4993	3084	5363	8953	5289	4957	4221	4291	5622	5473
Gene6350	4991	2452	1092	2454	3221	4075	1320	7565	3737	4011	7798	9189	8781	3111	6062
Gene6351	425	3097	2011	1239	2718	3008	4351	7053	8500	8230	4960	5818	4528	5731	6965
Gene6352	664	4477	4641	4946	4861	1165	2307	8375	4428	7286	3905	5965	5287	5604	921
Gene6353	3200	4525	2116	4717	4820	3734	873	8055	3906	6765	4497	4886	4701	5778	12563
Gene6354	3511	1808	1285	958	1696	1477	1213	9042	7738	5246	3643	4513	4611	8838	5507
Gene6355	85	1325	4644	1674	3246	3106	595	9182	8522	6648	4123	7379	5179	7768	10306
Gene6356	2092	1219	3868	880	2603	3595	3311	4132	8009	6072	5848	5487	9929	4731	4551
Gene6357	395	2925	3524	364	273	1004	2132	8206	4797	9961	6988	7280	4021	8821	5588
Gene6358	2586	4912	2006	4040	1455	3723	1340	3004	3875	6332	4678	7857	7177	7347	12120
Gene6359	2767	1889	3021	1733	937	1163	4083	3620	9882	7542	6254	6176	5012	4560	3806
Gene6360	721	3008	3252	3822	1619	1991	1655	5057	3522	4116	5461	9081	5368	3323	8975
Gene6361	3216	95	53	2688	3960	4200	3729	4057	5206	8639	7863	5013	8070	4035	4994
Gene6362	2243	4418	2992	1912	72	4365	68	4642	3054	8914	5463	9733	6151	9718	14421
Gene6363	3929	1324	781	3359	3177	3177	2341	4254	7284	3642	5921	8548	5956	3550	14707
Gene6364	712	3080	4528	2112	1580	3625	4270	7656	5411	7182	4009	9272	3234	9635	2622
Gene6365	1820	4439	1785	4178	1707	1345	1060	6860	7165	9755	3648	7504	9804	5137	5140
Gene6366	4661	395	1466	322	395	4129	1173	3255	7114	7830	8343	5672	3760	7556	6320
Gene6367	3490	2011	1707	376	3486	2394	4868	7905	3495	5171	8959	9830	9555	3475	7817
Gene6368	1121	3533	4248	2051	3376	2768	4390	7789	9600	4114	8070	5177	8607	7700	10426
Gene6369	1497	1017	386	11	2323	2255	2037	8277	8547	4381	5428	9304	8760	6029	12927
Gene6370	444	2416	3612	3751	582	2936	1925	7087	9161	9045	9054	3556	3059	8001	14028
Gene6371	1667	892	4385	4357	769	3510	3682	3237	3072	6779	3165	8706	9460	3165	13551
Gene6372	234	1668	1074	1229	1584	2826	1738	7673	5470	9706	4412	5689	7550	7323	4204
Gene6373	4548	3340	1840	759	2430	2616	631	6406	5212	9090	4831	6779	6799	3048	11366
Gene6374	641	4160	4863	2805	2585	3366	3571	4707	8532	3576	6397	5477	3223	9303	12729
Gene6375	4782	1575	2322	279	1444	1616	2117	4457	9067	8495	6155	4183	8549	6338	13557
Gene6376	4174	1062	2971	2385	3560	1295	1712	3976	9117	6284	3845	6844	8088	3546	3452
Gene6377	3203	3573	4133	2394	3701	2244	852	7289	8818	7209	8794	6166	9228	5156	1662
Gene6378	4571	4807	703	4553	1702	4534	1904	8317	4038	7973	8642	5663	4862	3114	7887
Gene6379	3134	3555	1289	841	1618	1082	4231	8892	4826	6215	8360	5647	5679	8663	7136
Gene6380	1125	4723	1943	439	365	1007	1352	5196	7503	9317	5497	3602	7372	3850	13636
Gene6381	4583	871	3382	1265	2056	2116	1143	5066	7153	8019	3105	4644	7334	4205	14763
Gene6382	2622	4222	4948	2517	4948	2569	1282	7520	4511	6933	5065	7973	6220	9069	3933
Gene6383	1790	4935	3504	1255	3351	3122	2769	3648	4818	7412	7598	3813	6756	8946	13489
Gene6384	641	3030	4637	763	486	4028	1170	7239	3662	3771	7141	6304	9325	9288	2230
Gene6385	815	4027	3513	4527	1499	1480	4573	7169	8722	3973	3246	6064	6356	7533	7809
Gene6386	3665	3975	2932	3238	488	4840	3492	9089	9924	5038	5525	9656	5390	8502	1903
Gene6387	1759	2300	542	3696	3998	2222	489	8754	9043	8027	8401	7197	7372	6044	5144
Gene6388	948	3305	2914	3417	2638	1955	519	3061	5893	6961	9344	4387	4639	8919	2611
Gene6389	3873	55	1913	3407	1889	3397	3528	6443	7997	8912	8618	7611	9545	3385	5399
Gene6390	1273	983	1530	4367	184	4567	4150	7018	3306	8622	4882	5071	3331	8861	10158
Gene6391	4063	3548	1649	875	301	2252	2970	7622	8797	5718	6468	5833	6092	5789	13139
Gene6392	4898	640	2453	3423	1367	2742	1829	7965	3723	8998	3760	6436	6794	3161	9635
Gene6393	638	1087	4104	154	3039	1050	2899	9983	4768	7984	8724	3395	4306	9733	8720
Gene6394	266	4703	4372	2795	4898	4764	3414	3591	9731	3212	7247	6301	3545	9379	3262
Gene6395	4460	1529	567	2756	2980	3528	2619	6372	8198	6259	6462	3868	3960	5671	9898
Gene6396	1315	437	4348	2157	4571	3899	2075	9585	8766	6346	8843	5860	8396	4166	12469
Gene6397	1792	1898	1504	1659	834	116	3053	9772	7352	8260	3429	6349	9822	9521	11486
Gene6398	3422	4335	4013	4320	4846	2977	1641	8759	4842	7404	4108	6981	6777	7520	8811
Gene6399	3779	3484	2903	4604	173	2775	2966	9268	5480	6534	3554	4249	7982	7522	3692
Gene6400	2285	3651	2373	112	2179	2225	3136	7650	8471	4194	5199	6008	5228	9012	11615
Gene6401	2929	4545	21	1647	4907	4334	4327	8256	9555	6490	7172	7551	3422	6694	8727
Gene6402	2095	2053	2060	3341	2766	1674	1121	3231	7319	7136	4521	4992	6894	8078	8083
Gene6403	4906	3046	1778	4111	1508	1925	3066	6573	5306	4215	3802	8205	4819	4227	7667
Gene6404	3587	868	327	4985	193	1132	439	8195	4414	6122	6845	7925	8234	6243	8829
Gene6405	1330	4904	2761	1831	2283	2592	1859	3644	9538	8799	3813	8572	8648	9979	13691
Gene6406	2844	375	1946	4972	4678	7	3003	4794	4611	4641	4144	3026	3109	8280	2838
Gene6407	2776	12	2658	4771	801	997	3486	8656	6750	8180	7599	5326	6476	6790	3823
Gene6408	4943	3264	4413	1761	3742	1979	4350	8264	6668	6204	8632	6842	6155	5336	6164
Gene6409	3116	2267	272	2571	2446	3539	3181	3484	8379	5746	7634	6772	9462	3081	6970
Gene6410	2832	8	641	3699	2940	670	2831	6159	4694	5088	7145	7412	3183	3198	8882
Gene6411	459	4265	257	915	663	3673	2896	4225	9113	5081	7357	7159	4980	5798	3518
Gene6412	1577	3308	4201	3888	2031	3107	3817	4554	8175	9147	5444	7645	3297	9348	2250
Gene6413	413	329	664	990	2927	3787	2600	4147	6639	6635	4252	9054	7354	8111	1801
Gene6414	3525	2334	2377	2009	422	1840	3375	8722	5364	8626	7965	3046	8374	5580	7026
Gene6415	3324	2236	382	2275	2365	2594	2377	7333	4507	4671	8702	8081	4893	9579	8136
Gene6416	2963	4013	3152	2597	3591	845	2229	8221	7634	7501	8480	8647	9027	7955	8693
Gene6417	3550	3363	2668	3073	3122	2381	1202	3918	7395	8870	5749	7128	5082	4575	8504
Gene6418	2168	1744	1919	1453	1325	4066	1661	4430	8465	3606	7611	5855	8083	6155	8318
Gene6419	2406	610	799	3792	2436	3338	4826	9850	7472	4217	8735	8530	5334	6613	3877
Gene6420	2630	4229	1954	3980	3271	3087	1987	3526	3562	9181	5935	7156	6977	8848	3560
Gene6421	3649	4156	425	4488	4854	4838	2439	9864	5131	6219	8303	3553	5468	6583	14222
Gene6422	3300	2404	4368	1041	4610	3472	4476	4596	4734	5988	3914	9470	6126	6923	1602
Gene6423	2558	726	125	3405	3447	439	4196	9819	6433	8767	3427	6170	5239	3941	3714
Gene6424	1033	687	117	2235	2273	3741	1329	3512	8800	7366	7501	4179	6201	6989	1331
Gene6425	2104	2483	1243	2173	1305	3393	1344	3019	9371	6948	9462	3938	8103	9222	4551
Gene6426	895	3903	3987	2774	4091	553	3184	8598	9093	9892	7426	6525	5979	6095	4538
Gene6427	3630	3123	3951	3315	4112	1766	857	3057	9622	9168	8462	9657	5118	4694	4998
Gene6428	861	3883	3716	638	327	1873	3419	9662	3495	4563	9456	9813	6395	6723	10780
Gene6429	3392	1121	4401	1323	2029	1859	1068	4539	8915	8783	4140	5717	4636	8073	13876
Gene6430	3922	2742	3984	2240	1962	1858	534	6878	4916	9320	3553	7492	3188	7895	14620
Gene6431	2207	2297	1423	1544	3098	3822	3998	6743	7477	4333	7054	3867	3017	7942	5782
Gene6432	792	2664	2608	281	2743	1821	653	8701	5051	4506	7457	5758	8338	5556	735
Gene6433	4039	1407	1450	1079	1668	1178	4587	7967	8019	5062	3658	7571	3563	9753	8582
Gene6434	4541	2835	66	3575	2900	455	4316	8265	8209	3998	5317	6918	3629	7862	9412
Gene6435	4761	390	4676	101	169	46	277	8097	9777	4016	6904	3329	7244	4893	6530
Gene6436	1443	911	1162	1499	2875	1097	3548	3889	9806	9359	5683	3314	5390	9035	1258
Gene6437	2518	4347	4076	326	1707	849	3216	4728	8776	8205	8176	9232	4526	8873	14405
Gene6438	162	3869	4350	184	3328	1574	3800	4471	8577	5075	9665	8416	7626	7033	1962
Gene6439	1768	2834	1446	4519	1719	4276	3974	3309	5054	6854	6923	9586	4021	4538	3540
Gene6440	2385	3931	911	1780	2775	3605	4258	4331	9440	4119	9442	4413	8295	8223	12822
Gene6441	1933	4300	2739	841	4609	1265	2173	3191	7448	7370	7971	6838	6988	3511	6749
Gene6442	68	4190	3908	1523	3435	391	11	5053	4767	9966	8254	6110	3864	7989	14504
Gene6443	484	710	284	1781	1414	2922	615	9753	9185	5936	9127	9980	4157	9692	3258
Gene6444	2894	1054	2931	1938	3553	606	2391	7155	5585	7486	6186	6000	4727	3600	13123
Gene6445	1670	144	2100	4291	2468	1262	2076	3086	3924	9162	8026	8714	3283	3372	9030
Gene6446	3429	885	3758	340	1418	1785	3850	4414	7377	5001	9811	5901	5777	3071	7383
Gene6447	1538	579	2971	4262	386	3657	4563	5824	7226	6607	5267	8234	7051	4343	9329
Gene6448	4751	3389	1591	1379	628	2411	3689	9916	8625	5978	7267	3272	6196	3749	11954
Gene6449	3717	3776	611	3102	3088	53	1259	8198	9146	8703	3945	7163	6038	6440	12874
Gene6450	1994	722	4462	24	2083	3904	4129	3896	6041	8732	6090	6982	8305	4044	13684
Gene6451	1563	3846	3534	1175	325	4982	1812	3641	4977	6485	9405	8120	4464	9513	5663
Gene6452	4125	4878	3799	1879	2095	482	4661	3672	8266	3076	5181	4141	5372	4194	4120
Gene6453	2595	2495	2926	4688	2585	4075	1450	8662	9348	7001	6424	4116	4499	7453	6540
Gene6454	4902	26	4255	1198	4176	2305	2648	3785	7691	4519	9002	7989	3977	7943	520
Gene6455	2955	1132	3402	4906	2766	4237	1970	3613	4472	9234	7023	5523	8474	7353	14399
Gene6456	2623	2648	2261	1125	748	2813	1790	5433	5788	9479	4058	3481	3924	3252	14915
Gene6457	2850	3058	3575	4218	844	4419	4570	9684	3231	7647	6066	4980	6920	4987	11942
Gene6458	4307	2079	1214	3836	2365	1123	2745	8973	7316	5229	5273	4450	7187	3032	5891
Gene6459	4224	3725	4258	4744	954	2159	2079	9854	4655	5745	8396	4057	4236	5237	12189
Gene6460	4123	208	151	3767	4450	532	4740	9898	3463	8111	3551	5450	4981	4035	12598
Gene6461	144	2329	3782	4711	3115	4533	2535	4040	7819	8542	7571	9480	3411	6010	13348
Gene6462	1664	1141	2226	3098	4561	2988	3288	7140	3434	9192	6528	6533	5420	6172	9294
Gene6463	1484	613	3350	3227	3396	2646	675	5775	8132	8278	4429	3023	3051	6872	9878
Gene6464	3831	1172	2497	4343	1203	3360	4851	8664	7885	3329	4484	6284	5181	6607	13258
Gene6465	1619	1893	4881	1574	1056	2156	4469	3874	3917	4291	8976	5608	3705	8179	8036
Gene6466	883	4256	2497	1548	2781	2142	4589	7766	6056	8723	6969	8781	9849	9593	13747
Gene6467	2637	2975	800	3858	2662	4663	481	6032	6310	7074	7195	9245	9924	3711	618
Gene6468	66	4179	311	1983	973	438	110	8595	5828	4338	5907	8719	3366	6471	5659
Gene6469	3678	1096	2888	1028	4243	4989	1564	6508	4920	3799	9618	4425	7326	7379	12319
Gene6470	4767	2223	43	1359	3164	3524	3837	6695	4480	8767	6861	5293	5892	9970	10879
Gene6471	1507	882	285	2311	1920	546	2282	4950	7308	4301	4689	9597	7475	9291	6074
Gene6472	218	4807	4117	3229	2698	2290	2143	3997	3069	7615	7893	6135	7774	8733	2408
Gene6473	4577	3107	2396	4079	974	3389	1296	7993	3731	9971	7964	8451	4147	6647	1910
Gene6474	1051	4237	1757	3244	1864	668	2687	8699	8045	6204	8980	4826	8717	9069	2908
Gene6475	585	4705	2957	3673	2118	2149	4418	8200	4729	8650	3924	4483	7794	6250	13102
Gene6476	4782	4647	1532	815	928	2072	234	8627	3706	5481	4958	4844	5807	3069	14600
Gene6477	3291	4807	1374	4770	1741	801	3393	5845	6518	5721	5054	4982	3572	6928	7538
Gene6478	3105	256	4049	4456	4070	4047	4718	5557	6675	8813	4780	3490	5217	5204	11898
Gene6479	2912	2341	2842	148	3401	4188	978	6629	3954	3928	6228	5623	8190	6204	8658
Gene6480	3723	3590	4987	1199	1349	4430	4507	7544	4290	6651	4474	6643	5540	6988	10391
Gene6481	2516	4168	1031	4797	1592	1195	287	7025	7322	7602	8327	4676	8470	9275	3256
Gene6482	4837	846	1867	1040	489	1099	540	9475	9309	9635	5394	3991	8544	9677	9770
Gene6483	1690	769	1672	144	4082	1997	2758	3480	8048	8383	9181	4213	9658	4849	10308
Gene6484	1683	2581	2380	2204	4663	1417	1088	4095	4231	5711	5804	8445	5616	6685	3160
Gene6485	1742	3923	3317	4305	529	3985	3793	5968	4684	4216	5335	4368	3918	7847	12791
Gene6486	4601	4010	1930	2301	531	3925	4714	4882	4941	7562	8219	3186	3244	7272	14438
Gene6487	1938	4759	4488	774	4578	303	184	7207	5229	7759	9694	9004	6801	6914	1624
Gene6488	3607	3794	3534	2031	819	2040	1476	8520	9853	8277	8579	7280	3429	4799	5640
Gene6489	1775	2095	3939	2981	4661	4590	4194	9329	5241	4914	9959	3663	4849	5964	6201
Gene6490	1797	1456	1640	4388	4116	4980	2099	8774	6730	4282	7694	9457	9188	3000	5543
Gene6491	1887	1834	843	2756	2576	4482	3195	8015	3828	5188	3900	4952	9457	8174	10317
Gene6492	843	2586	4775	285	3427	4029	1875	8867	7543	3390	9364	5127	3448	4217	8392
Gene6493	4983	3910	33	3468	674	3632	4234	4303	8631	8256	3988	5948	4633	5650	14828
Gene6494	3436	4816	2284	4183	3295	4750	1631	9241	4883	5364	9821	8587	9812	4898	10096
Gene6495	3394	1884	2771	4878	2833	4297	4774	5707	4740	9140	4452	3594	4780	4314	13246
Gene6496	1506	2609	1078	837	2441	2675	3727	7431	4004	5495	3266	5132	4172	7834	11681
Gene6497	3634	4565	4623	2151	3784	3581	4378	4404	5281	6647	9885	7557	4226	9560	7654
Gene6498	4384	1141	666	447	1911	137	1795	9508	9183	7822	8423	7225	7346	7324	10269
Gene6499	894	3248	3070	507	1540	4452	3046	8814	3353	7484	9708	7465	5067	3942	3822
Gene6500	3675	1151	2307	4619	4261	1144	777	8585	6551	6009	5103	3835	8912	7533	4578
Gene6501	387	3779	2921	3642	2803	3253	771	4841	5924	4580	6671	6552	7918	8852	10253
Gene6502	3351	1509	2831	1523	2215	2322	189	6875	4849	8506	8378	5769	8394	9278	12555
Gene6503	671	3293	1312	166	4227	2483	4401	3845	8126	9995	8750	9327	5276	7973	13256
Gene6504	3392	3742	1554	1992	3386	354	606	9382	8930	5791	6395	7847	4197	9622	12859
Gene6505	191	709	881	1104	734	3913	1736	8268	9990	6312	6524	4658	4095	6235	3640
Gene6506	4187	937	4703	3198	858	3905	255	9620	9586	4418	3148	7931	4642	4500	4886
Gene6507	3172	1520	2144	3860	1277	1550	1189	8048	6821	9713	4471	4885	7816	3985	12241
Gene6508	4886	4151	4366	1620	4289	2139	3810	8229	9511	5897	7190	7548	4441	6056	8959
Gene6509	2895	3546	4998	2434	1946	2833	3937	9150	5323	4216	5953	4211	9544	8838	10769
Gene6510	2266	652	2211	2713	3487	4116	3879	4561	5056	6028	8715	8857	8045	7935	12650
Gene6511	2590	4230	1886	4130	2422	4102	3537	6654	3320	9985	3717	3303	6329	9999	1982
Gene6512	1480	3186	3023	4159	2629	1290	982	5137	4767	3581	5688	5357	7566	9267	12729
Gene6513	1604	2896	327	2464	2924	1941	3806	9730	6883	5555	7715	8246	6912	4782	2493
Gene6514	3031	4514	4450	978	3121	987	557	7205	5562	9275	3969	4586	9642	8679	7015
Gene6515	844	3795	2959	1454	4473	1586	4522	9776	7137	5175	5965	8027	7178	7803	13104
Gene6516	4768	3939	3817	2328	3456	4199	4038	8736	9917	5295	8631	8475	8830	5055	9611
Gene6517	195	2926	613	3788	27	2176	572	3831	9919	4716	5509	9663	3169	8965	12314
Gene6518	479	1245	1490	3398	1901	4454	3907	4498	5857	3498	3039	7362	4350	5728	6605
Gene6519	3665	1055	1705	4663	802	931	1352	6904	4701	9361	5848	6181	9692	9487	14145
Gene6520	2666	989	3371	1430	2813	594	4980	4954	5590	4437	3300	9183	5939	5445	14585
Gene6521	4298	3670	3237	2767	4886	1258	2214	7373	9233	6067	8266	9103	7709	3170	8201
Gene6522	3205	1554	4078	1313	3834	1885	4895	9831	8833	7246	5729	7925	6879	4642	4115
Gene6523	1201	1293	2726	1203	1663	2881	596	6352	3531	8606	3271	7152	7426	5001	5974
Gene6524	329	3176	2712	2991	3095	4164	2363	4447	3902	5148	9397	7970	9506	5609	4754
Gene6525	3232	3793	2296	1057	3858	3361	4721	6145	7418	4625	3883	6004	8601	5955	3804
Gene6526	755	4407	4510	4440	2102	1320	1929	3400	7806	7798	8617	7796	5892	9618	13478
Gene6527	4406	4232	2112	1182	2929	135	3770	5240	6705	6617	6713	8721	4548	9604	8754
Gene6528	606	249	3864	1141	2834	1161	4928	9764	9473	8085	8088	7738	7856	9504	11343
Gene6529	4794	906	3048	4789	1194	4957	3814	6095	4492	3475	6096	3752	3243	4649	8646
Gene6530	2198	1793	4784	853	3447	517	4152	4165	7398	3788	6858	4200	5143	3694	4409
Gene6531	1150	1455	3090	2684	3649	132	3756	4392	5230	7154	6876	4351	8412	7645	5162
Gene6532	2832	119	1642	947	1562	3527	2798	9059	8826	5325	9849	7294	3542	8125	10252
Gene6533	4064	3615	244	2303	2812	2710	287	9068	9736	9095	9112	8755	6187	3311	7345
